来源类型,视频链接,作者ID,作者名字,视频发布时间,评论ID,评论内容,话题标签,点赞数,评论数
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622660825032377137",单以纯这个歌手也是挺有意思的，出道这么多年，明明很有实力，却没有一首自己的代表作，最近更是痴迷于暴露的衣着，欧美化的妆容[抠鼻],"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622662879414518577",她甚至可以说是版权意识非常强的歌手，我记得之前有一个晚会的后台访问环节，主持人让她清唱几句，她都婉拒了，不可能出现这个事情， 李荣浩说没有等到她的回应，意思是在这之前，李荣浩除了流程文书上的拒绝之外，私下里也跟她说过不想被翻唱的原因，她直接无视人家，说白了就是耍大牌吧[我想静静],"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7646197604224779067",单叫了个滴滴，司机撞了李 李要求单道歉，大众支持李[666][666][666],"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622657690410369838",说实话，我不喜欢单依纯的翻唱[尬笑],"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622712834699871025",我也是真的很烦“如何呢 又能怎”，之前莫名不喜欢她，但不好意思说，现在有一种自己讨厌的人终于被大家发现了的感觉,"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622709333675180837",我是真的很烦“如何呢又能怎！”,"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622695193804948273",最无辜的是李白[捂脸]李白都要爬起来告他俩侵权,"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7624933554082726682",其实个人感觉很多单依纯的歌都是在炫技[思考][疑问],"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622690977992459045",我个人带入了一下，李荣浩应该是把歌曲“李白”当成了自己的最爱的孩子(作曲作词等等都署名自己)，但是被单改编的面目全非[流泪][流泪][流泪]，好不容易鼓起勇气拒绝对方居然还强行欺负自己的孩子,"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622644827814380337",我只是想知道为啥过了一年才[黑脸]（纯好奇）,"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622707289807815464",很早以前  李健就让她珍惜羽毛。被人抬的过高、所谓的爱护太过，以至于她对于一些事情失去了应有的谨慎。,"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622698177985331968",就是很难听啊，当时一堆人夸，我以为是口味不一样,"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622690466236072750",那个“如何呢，又能怎”是在这里来的啊，我闺女对我说这个气得我赏了她一大巴掌，这个无所谓的态度让人生气,"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622691294188536625",突然感觉我也是脸皮薄的人了,"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622697427446989587",很简单一个道理，改编的那么难听，那李荣浩当然不想让她再唱了，硬是侵权要唱，那肯定不能忍！[尴尬流汗],"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7623411013459395377",我一直觉得单依纯翻的很难听[尬笑],"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622636103832912699",单依纯有种回复一句：  如何能 又能怎   我算她厉害,"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622676304307929893",之前单依纯不是也爆出过好多瓜吗？就被粉丝给压下去了[色][色][色]我的小红书被激情开麦过,"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622698610333532971",偷偷告诉你们汪峰老师又偷偷的某个角落开演唱会了,"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622725215465816869",其实这个问题很简单，第1个问题就是文旅部审批了。他才能唱，主办方肯定让他唱。他才能上。即使他拿到了授权，没有批文，他也不能唱，所以说他的背后就是主办方和文旅，可能到最后这件事情也会不了了之，或者是那个唱歌的人道歉，如果李荣浩敢刚下去，他可能以后来这个城市唱歌可能都审批不了,"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622676643068298027",是不是整汪峰的啊，怎么每次有事都在开演唱会[杀马特],"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622863528529494811",我分析单依纯能这样有底气的面对李荣浩，最主要的一个因素是这首歌的改变者是常石磊。去年在节目中这首歌就唱了，当时好多人都捧臭脚说好听，我是真的觉得不是好不好听，而是非常难听。我是俗人我比较常规，这个歌改编对于小孩子包括大人都是一种荼毒。我的猜想是这样；李荣浩并不喜欢这个改编的版本，所以不想多的传唱，单依纯应该感觉到，但是她觉得歌是常石磊改编的，你不满意，你找我茬儿，常石磊的地位高你不碰你找我干啥（很茶的感觉）。,"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622674153484813093",单依纯:如何呢又能怎～,"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622728422825067291",每次当我听到“如何呢，又能怎”的时候:,"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622725283330638619",我真的非常讨厌“如何呢又能怎”这句话[泪奔],"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622660234284270385",第一次单歌手翻唱李白GAI的表情笑死我了[捂脸],"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7623300241009656630",虽然不该笑 但李荣浩那句；你是来报仇的吗？ 我真的忍不住[泪奔][泪奔],"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622667595413553969",喜欢李荣浩十几年了  能让他生气的是都没听过  这次写长文  可想而知了[黑脸],"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622653573755929379",李白火的时候那时候我才上初中 那时候大街上都是音响放的就是《李白》《模特》那时候谁知道单依纯这个名字呢,"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622648743796245302",支持李荣浩维权[微笑],"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622671371328471857",“如何呢？又能怎？”每次从叛逆期的孩子嘴里说出来，真想一个嘴巴子打过去。我说一句怼我一句，这句话一直爆出来，改变的什么东西，太害孩子了！,"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622729642298966842",李荣浩真的太能忍了，那句“如何呢，又能怎”影响了多少小孩子，同学说这句给我闺女气哭过……,"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622668362070344486",终于有人懂我了[送心],"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7640991163935769401",翻唱得确实太奇怪了，完全没办法直视，只能听原版洗洗耳朵,"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622693183059378986",说白了就是明着欺负人，都不想演一下，摆明了欺负你,"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7623141276921135909",笑死 真的哭了 哈哈哈哈哈 单依纯的粉丝发文说太心疼了 哈哈哈哈哈哈  这个世界真的是颠了 哈哈哈,"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622708692543324965",终于告了哈哈哈哈哈哈哈哈哈哈哈哈哈哈爽死我了，之前听歌手里改编的李白有多难受现在就有多舒服,"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622682688013894449",改编李白时候，老李当时不想跟风踩她，给她机会，没想到最后直接不问自取，拒绝也不行，嚣张的把老李忍够了[流泪],"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622728166569837346",李健早就让她再沉淀几年 她是一点没听进去,"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7623036962328789770",给李荣浩都逼成JK罗琳了,"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622808704550945573",我是搞法律的，其实我认为还真就是团队昏头了就让单依纯硬唱，逻辑是这样的，你给我授权，我付你版权费;你不给我授权，我就唱，你告我呗，我付你侵权赔偿就完了呗，反正都是给钱嘛。我跟你说八成就是团队里有个大聪明给出的这主意，很多新手律师都会犯这样的错误，认为都是给钱，赔偿款和使用费没有区别。,"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622671691345429258",这个“如何呢，又能怎”曾经广泛在学生群体中传播。我女儿有段时间就经常做为口头禅唱。这种带有挑衅情绪的句式，我听着是非常反感，真的是一听就火冒三丈的那种。非常严肃的纠正了孩子这个毛病。,"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622660357118821177",单道歉了，但是感觉完全是ai版的甩锅[捂脸][捂脸],"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622706925239747338",转发评论:版权理应被尊重，原创权益更值得守护，但这并不意味着可以将正常的行业纠纷，无限放大、恶意解读，甚至扣上“仇恨”“报复”的帽子。一场本可以通过正规渠道沟通协商的版权事宜，被裹挟进舆论的情绪化的指责施压年轻歌手，实在偏离了就事论事的初衷。 艺术演绎、舞台翻唱本是音乐圈常态，流程疏漏也好，沟通偏差也罢，都该用规则解决问题，而非用舆论审判定性。动辄翻扯旧账、煽动对立，既消解了版权维权的严肃性，也对音乐人造成了不必要的伤害。 真正该被认可的，是理性沟通解决分歧，而非借热点制造矛盾、裹挟公众情绪。尊重版权，也尊重每一位认真唱歌的歌手。,"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622695063253320500",之前就对单依纯有种讨厌的感觉 只是没敢说[黑脸],"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622890814918820657",我是个路人，我就是觉得李荣浩比较火的李白，乌梅酱都挺一般的。 没想到单依纯改一改，李白这首歌直接拉完了,"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7625677666687517489",李健当初劝她回到学校多读书。再出道。,"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622694681297765157",其实只是那个“如何呢又能怎”每次听到都会特别不舒服，有种很欠打的感觉。。但是她唱的其他歌又很好听。。。,"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622701829776212794",哪个正规的创作者会喜欢这样的改编啊？我才听两句就听不下去了[捂脸]一直不喜欢单，终于塌房了,"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622709449082159914",各位知道汪峰老师吗！[宕机] 汪峰老师在一个默默的角落里宣布了他的演唱会开始了！（真的热搜没他的份！）,"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622687840003228459",我突然想到词曲创作者们，比如许嵩，如果要控诉的话，只怕是忙都忙不过来了[九转大肠]侵权人真的太多了。。。,"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622671504408707876",换谁谁不气，中间加的那些词再配合服装灯光，简直就是踩在人头上拉S，脾气再好的人也受不了吧。,"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622717439038620470",李荣浩：不许说不知道 单依纯：不知道,"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622722969022284601",大家可以了解一下永不失联的爱这首歌 单依纯最开始火就是通过这首歌火的 但是她好像感觉自己才是这首歌的原创 其实原创另有其人他非常有才华和李荣浩老师一样 但是大家好像都默认了这首歌是单依纯的[流泪][流泪][流泪],"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622713776923870011",单依纯真的这两年被捧太高了，飘了[摊手],"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622677744979641125",我忍单依纯很久了，天天翻唱别人的歌曲但翻白眼嫌弃网络歌曲，音乐还分高低贵贱么[尬笑] 这么有本事多多创作吧纯妹妹～（纯妹妹并不好听哟～）,"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
单依纯侵权,https://www.douyin.com/video/7622632137272275109,MS4wLjABAAAAwE_I3LXAFkJX95CHYyCEhKpMfwT7OjKE_qFp7jYCjqs,文深特,2026/3/29 19:05,"	7622674192501605178",那时候说单依纯唱的一坨还会被他粉丝追着骂[泣不成声],"#李荣浩称单依纯强行侵权唱李白,#单依纯向李荣浩道歉,#李荣浩再发文四连问单依纯,#单依纯演唱会,#影娱热点团",319886,18930
