来源类型,视频链接,作者ID,作者名字,视频发布时间,评论ID,评论内容,话题标签,点赞数,评论数
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7645913625295684362",单依纯侵权敢承认错误，李荣浩抄袭至今无回应[捂脸]高下立见,"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7645968176169567026",有到了我最喜欢的抖音回合制环节,"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7645881259881644809",没想到李荣浩能和小澈联动,"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7645674953488106291",痴情的平井坚啊再等十浩年吧,"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7646210097325507328",六六六又有反转了,"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7646437187958244145",没想到这件事还有后续[泪奔],"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7645942642883248955",我那时候就觉得有李明德的影子 没想到真的翻盘了[展开说说]老李家不养闲人,"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7645471563127997242",侵权好美 我纯要被浩浩登上神坛了感谢感谢[抱抱你],"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7646446158545765157",致敬最有版权意识，最老实，最有活人感的抗日英雄[玫瑰],"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7646055904676397882",lrh抄袭终于有热度了，是李荣浩的老实人红稿终于到期了吗[泣不成声],"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7646023808994067258",不是回应过嘛[发呆]我记得在微博看到过,"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7645869111222469418",一首李白就送她登神台了😂被骂的神台吗 单依纯台风一直很稳0个时候被吓哭过[泣不成声],"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7646469158603162425",翻译：单依纯打了个滴滴，司机撞了李荣浩，李荣浩让单依纯担责，大家支持李荣浩,"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7646336673483391793",有人能给我讲讲咋回事嘛[黑脸],"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7646389582288110386",单依纯发力了,"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7646056629977482043",今年有两个胖猫，一个whd一个lrh[泣不成声],"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7646361207351558939",我的发又咋了,"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7645493060096508672",lrh你的纸质报告呢[摊手],"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7645447505937974065",李荣浩晚安,"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7646130391812408106",对，就这样，继续搞哈，我还在好奇syc好声音的大瓜呢[色],"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7646097148341404475",哈哈哈哈哈哈哈李荣浩终于有这一天了,"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7646267348047708969",李抄袭十年了为什么还不道歉，真是双标[看]业内人都知道是咋回事，把路人骗得团团转，真有你的李抄抄[看],"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7645861888593920820",一边是女歌手因为工作人员疏忽导致侵权（反驳我的可以滚了，大牌歌手误侵权的比比皆是），然后被某老实人微博升堂，全网被恶意散播大量黑帖，被全民猎巫上升人身伤害。 一边是抄袭十余年不回应不承认错误，推脱责任。 根本不存在回合制，只是某个人终于得到了他的现世报[送心],"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7646029846992618291",不是，又发生了什么[杀马特][杀马特][杀马特][杀马特],"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7646403680820626225",什么梗啊？？！！！网友秘书告诉我一声呗[猪头][猪头],"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7646282758108955451",侵权就是事实啊[笑哭],"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7645308010625778466",谁管李荣浩和单依纯是否都有错，但李荣浩这绝对是纯对人[泪奔],"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7645739231189173050",侵不侵权知不知情，李荣浩应该直接通过音著协举报，而不是通过微博升堂，只有通过微博才可以把单依纯放在风口浪尖，通过音著协只能追溯到主办方[恐惧][恐惧]所以他才直接微博喊话,"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7645932142812136229",每次遇到那种说“变脸又不带上我的人”，我是觉得你们可以多有点自己的思想自己的判断，就不至于被别人耍的团团转了。。。lrh这件事从刚开始就很明了，只是没人听得进去罢了（只针对没有思想还无脑黑的人，纯吃瓜的我不攻击[抱抱你]）,"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7645540405085913893",syc这边这种侵权情况业里很常见根本不至于微博喊话，真要告上去也告不到歌手本人[泪奔]结果热度莫名其妙搞这么大黑稿满天飞，过两天的lrh抄袭却没多少水花[泣不成声],"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7645477793970750254",你去了解一下事情的原委 不带个人情绪，你就会发现李荣浩有多阴。据说是在演唱会前一小时拒绝的还是发邮件给音著协，然后前两次歌手和草莓音乐节都同意了，这是明摆着给别人挖坑让别人跳[捂脸],"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7646254241946420009",我的爸呀 这是咋了,"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7646264167368852261",单依纯发力了这是,"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7645704350996742961",10浩年到底是几年？,"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7646200988567077689",@晚禾风 我记得之前不是这样子的[泣不成声],"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7646067231536743227",你咋了？,"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7646124342624109371",依旧抖音回合制[抱抱你],"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7646268946802279183",冷知识，李荣浩抄袭这个事和单依纯并无关系，人可以同时觉得单依纯侵权犯错和李荣浩双标抄袭装死[比心]抄袭这件事李荣浩就是错了，这根本不是什么回合制，难道没了李白那档子事李荣浩抄袭的事就可以轻松掩饰过去吗[感谢],"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7645561005342278449",又变了？,"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7645969826607989553",为马天宇张碧晨单依纯说话的我bilike,"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7646482045703488282",这又咋滴了,"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7645447964672525066",默默删掉作曲人就是老实人的回应[钱],"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7645361940311393061",0个证据证明单依纯知情，但是他一说，她就“强行侵权”了，而0个证据证明李荣浩不知情，但他一说，他就是不小心了抄袭并发行了[黑脸],"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7646449583756886825",不儿，是syc没有版权吗，翻脸又不带我？,"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7646469073849516849",翻译：单依纯打了个滴滴，司机撞了李荣浩，李荣浩让单依纯担责，大家支持李荣浩,"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7646282900958692133",其实从单依纯道歉回应那时候起，他是不是也该道歉回应呢。但他选的是我没错的这种回应，舆论会反转很正常了,"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7645366931843400485",这又是咋了又变脸了？,"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7646427262539465506",我很好奇演唱会唱完才发现没版权，这种事很常见，张学友王菲都有过（甚至是一场演唱会30多首歌都没版权） 版权方直接去起诉主办方就完事儿了，完全不需要微博升堂，单依纯是唯一一个遭到这种规模网暴的。 但确实单依纯理亏，她唱这首歌这么多次，都是有版权的，就那天晚上那一次没有，就被骂成这样，而且句句针对她本人，申请版权明明是主办方要做的事，又不是艺人本人去申请（就算是总监制，也不需要她去申请）利益共同体，不存在什么甩不甩锅 李荣浩这么多年照搬抄袭，不道歉不赔款，比单依纯的行为严重多了，别人一次疏忽就肯定是故意的恶意侵权，他抄袭10年就是不小心发错了，然后继续靠抄袭的歌赚钱，哪门子的受害者,"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7646048112058204985",李荣浩的歌就是很好听,"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7645950074313458490",又咋啦？我又错过啥了,"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7646020557809386299",坐等王鹤棣沈月这个轮回制[泣不成声],"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7645528993357251365",人设我立立立，心眼我，小小小，老实人，我装装装，出轨，我出出出，嫉妒我，嫉嫉嫉，抄袭被抓我躲躲躲，红毛，我染染染，社会人，我当当当，我是老实人。,"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7646046675350160165",无条件支持李荣浩[笑哭]就凭他的歌好听[笑哭],"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7645689062645072683",13.48拿到邮件确认 14.37发布大作文全网开撕 我们老实人就是这样体面 就是这样绝不协商 粉丝你们继续吹他体面老师 不多说了我马上要被送上神坛了[泣不成声],"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7645531814543573818",李荣浩其实就是起床了小澈。,"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7645355429643535113",谁能帮帮平井竖啊[流泪][流泪][流泪],"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7646429230222607162",单依纯被骂的最惨的时候还不是你们这帮营销号添油加醋[撇嘴]现在又来[撇嘴],"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7645557731848389425",不是一开始营销号怎么不发呀 [捂脸][捂脸],"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7646115205433574144",省流：syc演唱会的主办方版权没搞定，然后监制疏漏所以在演唱会唱了，lrh微博升堂把她后路全堵死说绝对是故意侵权，结果自己也被扒出来抄袭，说要给回应至今0回应[泣不成声],"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7645542304782369570",真性情老实人，什么时候再表演一次那个“超越抄袭”,"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7646407408461300529",单依纯那天回应后他还能发出这段的不是引导网暴是什么？当时前二十五个热搜13个全是骂单依纯的[吐舌]词条里全在造黄谣辱骂[吐舌]是没看见还是咋了[摊手],"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7646332460267324175",终于有人说了，单依纯怎么样我比他还清楚，从那件事出来以后我就始终站单依纯。那些说维护侵权的人不是什么好人的，那你让他走法律途径吧，最后你会发现是主办方赔偿担责[摊手],"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7645537385032680244",双方从未直接沟通，李荣浩方的拒绝邮件是发给音著协的，音著协提供歌手方一站式授权服务，可以批量申请统一授权，李白自始至终都是批量操作的一员，音著协不会特意告知有未通过的申请，只会默默发送通过申请部分的统一授权文件，不仔细一一核对名单就会踩坑，人家就靠版权官司赚钱，业内多位大咖都曾中招。你发的截图很明显意思是李荣浩拒绝了音著协，音著协是一个版权中介，哪怕单依纯演唱会负责版权的部门知难而上，有证据证明单依纯本人知情硬唱吗？李荣浩能提供证据吗？李微博通篇都在引导路人觉得单依纯知情还没版权硬唱，还在臆想自己作为前辈把单依纯捧上神坛，有问题可以直接律师函，他都这么生气了还不走法律程序是因为他知道告不到单依纯本人头上，路人还要夸一波真性情大度老实人[调皮]李荣浩发微博的目的不就是为了维权吗?那为什么70%都没有提到这个歌曲本身版权的问题？而是大量的引导网暴[捂脸][捂脸][捂脸]你们可以自己再去仔细阅读,"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7645383598144832305",还好我有两套说辞，这不，用上了[黑脸],"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7646257454820754213",我可以超越抄袭 但是你不能强行侵权哦[送心],"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7645624086198092603",我还是支持李荣浩吧[杀马特],"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7646121388345197347",我就爱我看我的抖音就这样天天变脸，不追娱乐圈的我就这么看评论区,"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7646245905809638207",李白改的那么难听，还在未授权情况下演唱是我我也会带着个人情绪的，难听的要死颠的要死,"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7646012533572453178",你们当时不是这么说的啊[抱抱你],"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7646053030543033122",这个世界就是这样，打完女人要打男人的时候就开始手软,"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7646372720222028601",持续蹲蹲吧,"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7646258029041550138",又怎么了[发呆][发呆][宕机][宕机],"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7646277435738096399",收她公司的钱了是吧[捂脸][捂脸],"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
李荣浩单依纯,https://www.douyin.com/video/7645224128898731291,MS4wLjABAAAANjxgg40S2T9zegGXnPwEIsOestksxCv6CAwjVWegAC8,娱情研究所,2026/5/29 16:14,"	7646292497438524202",来吧，刚好接着热度说一下，根据《著作权法》第38条规定，版权应用演出组织者（即主办方）去获得授权并支付报酬，整个事件中从始至终侵权的只有主办方，并且主办方承担侵权责任，他去法院告也只能告到主办方头上，永远告不到单依纯头上，所以侵权的是主办方而非单依纯，但是单依纯也有错有作为总监制的失职责任，但是单依纯不为侵权担责,"#李荣浩,#单依纯,#明星,#万万没想到",29340,3633
