帖子ID,作者,作者UID,来源类型,发布时间,帖子内容,话题标签,点赞数,评论数,转发数,帖子链接,评论列表(JSON),评论文本汇总
5289497400967250 ,seven依依翻牌版,7978240492 ,搜索:单依纯 李荣浩 李白,Sun Apr 19 19:25:16 +0800 2026,"#单依纯[超话]# 给@单依纯官方工作室 的十个问题 一问：版权问题是“意外”还是“人祸”？
巡演这么大的项目，连《李白》这种国民级歌曲的授权都没搞定，非要等到李荣浩老师公开打脸、单依纯哽咽道歉才动起来？你们的专业素养是被狗吃了吗？非要艺人挡在你们前面承受炮火？

二问：除了装死，你们还会 ​​​", #单依纯[超话],5,23,0,https://weibo.com/7978240492/5289497400967256,"[{""user"": ""吃口小醇"", ""text"": ""👑 新声代女一的称号舍你其谁！@单依纯 🏆 奖项、口碑、流量全面开花，未来音乐史必将由你写就！"", ""time"": ""Tue Apr 21 00:11:13 +0800 2026"", ""likes"": ""0""}, {""user"": ""我依然纯在"", ""text"": ""💎踮起脚尖 细听天籁 每次举起话筒 舞台灯光照亮她的一片未来💎和实力唱将🎙️@单依纯 一起感受音符跳跃间的细腻情感💜[/cp]"", ""time"": ""Mon Apr 20 23:59:38 +0800 2026"", ""likes"": ""0""}, {""user"": ""添栀望榆"", ""text"": ""“愿用微弱的光，为你照亮前方。”"", ""time"": ""Mon Apr 20 22:19:16 +0800 2026"", ""likes"": ""0""}, {""user"": ""晏城Corey"", ""text"": ""👑舞台亲选 @单依纯 🎙️天赋拉满💯百变风格信手拈来✨实力唱将🧩从好声音舞台一路封神🌟未来值得你继续听她发光🔮"", ""time"": ""Tue Apr 21 08:56:09 +0800 2026"", ""likes"": ""0""}, {""user"": ""沐然O_o"", ""text"": ""📸超凡嗓音 @单依纯 🌟她的歌声总是能触动心灵🎤她的温柔嗓音💗和律动掌控力🎶让未来无限可能💫"", ""time"": ""Mon Apr 20 22:51:09 +0800 2026"", ""likes"": ""0""}, {""user"": ""breeze_依風"", ""text"": ""29月亮难渡星星，你的光似神明𝓣𝓱𝓮 𝓶𝓸𝓸𝓷 𝓬𝓪𝓷𝓷𝓸𝓽 𝓬𝓻𝓸𝓼𝓼 𝓽𝓱𝓮 𝓼𝓽𝓪𝓻𝓼, 𝓫𝓾𝓽 𝔂𝓸𝓾𝓻 𝓵𝓲𝓰𝓱𝓽"", ""time"": ""Mon Apr 20 22:14:48 +0800 2026"", ""likes"": ""0""}, {""user"": ""lemon不想醒"", ""text"": ""Everything feels like a movie🎞️ 围绕我们的对手戏🎬 @单依纯 流露的默契不经意 升温的剧情🌡️"", ""time"": ""Mon Apr 20 19:48:00 +0800 2026"", ""likes"": ""0""}, {""user"": ""养一只角落猫"", ""text"": ""“什么叫找到自己，有人能真正找到自己吗？我不这么觉得，可能有人他有很高的成就，然后世人认为他找到了自己吧，他永远只会在寻找的路上，我并不觉得，会有一个寻找到的结果”"", ""time"": ""Mon Apr 20 08:47:33 +0800 2026"", ""likes"": ""0""}, {""user"": ""奥兰多小狗"", ""text"": ""\""🦋.书有结局，但我与你的故事没有\""𝐓𝐡𝐞 𝐛𝐨𝐨𝐤 𝐡𝐚𝐬 𝐚𝐧 𝐞𝐧𝐝𝐢𝐧𝐠, 𝐛𝐮𝐭 𝐦𝐲 𝐬𝐭𝐨𝐫𝐲 𝐰𝐢𝐭𝐡 𝐲𝐨𝐮 𝐝𝐨𝐞𝐬 𝐧𝐨𝐭."", ""time"": ""Sun Apr 19 20:43:13 +0800 2026"", ""likes"": ""1""}, {""user"": ""舟舟困困乎"", ""text"": ""💎我就说手里怎么突然多了双筷子🔥原来是我的菜来了💜永远期待新生代实力歌手🎤@单依纯 🔥"", ""time"": ""Tue Apr 21 08:13:56 +0800 2026"", ""likes"": ""0""}, {""user"": ""依直爱单_存钱飞去看单依纯演唱"", ""text"": ""大家都以为声音是上天赐给你最好的礼物，但却不知道你才是我们纯牛奶此生遇到最大的惊喜@单依纯💜💜💜"", ""time"": ""Mon Apr 20 23:48:35 +0800 2026"", ""likes"": ""0""}, {""user"": ""Lykke-dewb"", ""text"": ""单依纯💜单依纯💜单依纯💜单依纯💜单依纯💜单依纯💜单依纯💜单依纯💜单依纯💜单依纯💜单依纯💜单依纯💜单依纯💜单依纯💜单依纯💜单依纯"", ""time"": ""Mon Apr 20 14:32:20 +0800 2026"", ""likes"": ""0""}, {""user"": ""紫紫紫紫哟"", ""text"": ""🌟天籁之音 @单依纯 📸她的声音如同天使的呢喃🎤多变曲风✨和温柔嗓音💗让每一首歌都充满魅力🎀"", ""time"": ""Mon Apr 20 09:12:31 +0800 2026"", ""likes"": ""0""}, {""user"": ""不喝酸雨"", ""text"": ""单依纯的歌声能重构记忆，勾勒出光影里的悲欢。"", ""time"": ""Tue Apr 21 13:03:00 +0800 2026"", ""likes"": ""0""}, {""user"": ""恋纯日记ovo"", ""text"": ""📸绝美vocal @单依纯 🌟她的歌声仿佛天籁🎤百变风格✨温柔嗓音💗每一次演绎都让人心动不已🎀未来的她一定会更加闪耀💫"", ""time"": ""Tue Apr 21 10:39:55 +0800 2026"", ""likes"": ""0""}, {""user"": ""EggWrap_抱蛋日记"", ""text"": ""💎我就说手里怎么突然多了双筷子🔥原来是我的菜来了💜永远期待新生代实力歌手🎤@单依纯 🔥"", ""time"": ""Mon Apr 20 23:46:29 +0800 2026"", ""likes"": ""0""}, {""user"": ""温稚酒my"", ""text"": ""“想尽量每一站都可以有惊喜给大家，我很重视每一场和歌迷现场见面的情感上的联结，这让我感到非常幸福。”"", ""time"": ""Mon Apr 20 21:54:35 +0800 2026"", ""likes"": ""0""}, {""user"": ""包含太阳"", ""text"": ""🌟超凡嗓音 @单依纯 🎤她的歌声总能触动人心💗无论是温柔还是激昂🎶都展现出她的独特魅力未来可期💫"", ""time"": ""Mon Apr 20 00:04:13 +0800 2026"", ""likes"": ""1""}, {""user"": ""Y爱吃汉堡包ii"", ""text"": ""👑舞台亲选 @单依纯 🎙️天赋拉满💯百变风格信手拈来✨实力唱将🧩从好声音舞台一路封神🌟未来值得你继续听她发光🔮太胆飞吧🥰"", ""time"": ""Tue Apr 21 10:52:42 +0800 2026"", ""likes"": ""0""}, {""user"": ""eggzs"", ""text"": ""单依纯颜值与实力并存，未来可期。"", ""time"": ""Mon Apr 20 23:42:01 +0800 2026"", ""likes"": ""0""}, {""user"": ""奶油珠Creamy"", ""text"": ""🥛治愈之音 @单依纯 🌸嗓音清澈，娓娓道来就是动人旋律🎼 每个眼神都写满温柔与力量🌱 轻轻一唱便能安抚心灵💝"", ""time"": ""Mon Apr 20 19:54:21 +0800 2026"", ""likes"": ""0""}, {""user"": ""-Iam依依的嗓子-"", ""text"": ""既是百转千回的温柔女歌手🎀 也是怪趣调皮的0️⃣0️⃣后小女孩🎠💖 新生代实力女歌手@单依纯 发布新专辑先行曲《纯妹妹》🎧👧 与@单依"", ""time"": ""Sun Apr 19 22:20:54 +0800 2026"", ""likes"": ""1""}, {""user"": ""夕以_"", ""text"": ""[月亮][月亮]"", ""time"": ""Sun Apr 19 19:32:43 +0800 2026"", ""likes"": ""1""}]","吃口小醇: 👑 新声代女一的称号舍你其谁！@单依纯 🏆 奖项、口碑、流量全面开花，未来音乐史必将由你写就！ | 我依然纯在: 💎踮起脚尖 细听天籁 每次举起话筒 舞台灯光照亮她的一片未来💎和实力唱将🎙️@单依纯 一起感受音符跳跃间的细腻情感💜[/cp] | 添栀望榆: “愿用微弱的光，为你照亮前方。” | 晏城Corey: 👑舞台亲选 @单依纯 🎙️天赋拉满💯百变风格信手拈来✨实力唱将🧩从好声音舞台一路封神🌟未来值得你继续听她发光🔮 | 沐然O_o: 📸超凡嗓音 @单依纯 🌟她的歌声总是能触动心灵🎤她的温柔嗓音💗和律动掌控力🎶让未来无限可能💫 | breeze_依風: 29月亮难渡星星，你的光似神明𝓣𝓱𝓮 𝓶𝓸𝓸𝓷 𝓬𝓪𝓷𝓷𝓸𝓽 𝓬𝓻𝓸𝓼𝓼 𝓽𝓱𝓮 𝓼𝓽𝓪𝓻𝓼, 𝓫𝓾𝓽 𝔂𝓸𝓾𝓻 𝓵𝓲𝓰𝓱𝓽 | lemon不想醒: Everything feels like a movie🎞️ 围绕我们的对手戏🎬 @单依纯 流露的默契不经意 升温的剧情🌡️ | 养一只角落猫: “什么叫找到自己，有人能真正找到自己吗？我不这么觉得，可能有人他有很高的成就，然后世人认为他找到了自己吧，他永远只会在寻找的路上，我并不觉得，会有一个寻找到的结果” | 奥兰多小狗: ""🦋.书有结局，但我与你的故事没有""𝐓𝐡𝐞 𝐛𝐨𝐨𝐤 𝐡𝐚𝐬 𝐚𝐧 𝐞𝐧𝐝𝐢𝐧𝐠, 𝐛𝐮𝐭 𝐦𝐲 𝐬𝐭𝐨𝐫𝐲 𝐰𝐢𝐭𝐡 𝐲𝐨𝐮 𝐝𝐨𝐞𝐬 𝐧𝐨𝐭. | 舟舟困困乎: 💎我就说手里怎么突然多了双筷子🔥原来是我的菜来了💜永远期待新生代实力歌手🎤@单依纯 🔥 | 依直爱单_存钱飞去看单依纯演唱: 大家都以为声音是上天赐给你最好的礼物，但却不知道你才是我们纯牛奶此生遇到最大的惊喜@单依纯💜💜💜 | Lykke-dewb: 单依纯💜单依纯💜单依纯💜单依纯💜单依纯💜单依纯💜单依纯💜单依纯💜单依纯💜单依纯💜单依纯💜单依纯💜单依纯💜单依纯💜单依纯💜单依纯 | 紫紫紫紫哟: 🌟天籁之音 @单依纯 📸她的声音如同天使的呢喃🎤多变曲风✨和温柔嗓音💗让每一首歌都充满魅力🎀 | 不喝酸雨: 单依纯的歌声能重构记忆，勾勒出光影里的悲欢。 | 恋纯日记ovo: 📸绝美vocal @单依纯 🌟她的歌声仿佛天籁🎤百变风格✨温柔嗓音💗每一次演绎都让人心动不已🎀未来的她一定会更加闪耀💫 | EggWrap_抱蛋日记: 💎我就说手里怎么突然多了双筷子🔥原来是我的菜来了💜永远期待新生代实力歌手🎤@单依纯 🔥 | 温稚酒my: “想尽量每一站都可以有惊喜给大家，我很重视每一场和歌迷现场见面的情感上的联结，这让我感到非常幸福。” | 包含太阳: 🌟超凡嗓音 @单依纯 🎤她的歌声总能触动人心💗无论是温柔还是激昂🎶都展现出她的独特魅力未来可期💫 | Y爱吃汉堡包ii: 👑舞台亲选 @单依纯 🎙️天赋拉满💯百变风格信手拈来✨实力唱将🧩从好声音舞台一路封神🌟未来值得你继续听她发光🔮太胆飞吧🥰 | eggzs: 单依纯颜值与实力并存，未来可期。 | 奶油珠Creamy: 🥛治愈之音 @单依纯 🌸嗓音清澈，娓娓道来就是动人旋律🎼 每个眼神都写满温柔与力量🌱 轻轻一唱便能安抚心灵💝 | -Iam依依的嗓子-: 既是百转千回的温柔女歌手🎀 也是怪趣调皮的0️⃣0️⃣后小女孩🎠💖 新生代实力女歌手@单依纯 发布新专辑先行曲《纯妹妹》🎧👧 与@单依 | 夕以_: [月亮][月亮]"
5284311701916650 ,大象新闻,7308140398 ,搜索:单依纯 李荣浩 李白,Sun Apr 05 11:59:10 +0800 2026,#李荣浩单依纯版权之争不该是选择题#【人民日报评《“又能怎”，真的吗？》：#李白版权之争不该成为文艺行业常态# 】4月4日，人民日报发表评论《“又能怎”，真的吗？》：这几天，一场关于歌曲《李白》的版权风波引发全网关注。#李荣浩[超话]#网友如此关注，并不仅因它事涉热门作品、知名歌手，更在于 ​​​, #李荣浩单依纯版权之争不该是选择题 #李白版权之争不该成为文艺行业常态 #李荣浩[超话] #人民日报谈李荣浩单依纯版权风波,291,45,5,https://weibo.com/7308140398/5284311701916656,"[{""user"": ""洋娃娃和小青蛙跳高"", ""text"": ""尊重版权，尊重音乐[手指比心]"", ""time"": ""Sun Apr 05 15:32:46 +0800 2026"", ""likes"": ""18""}, {""user"": ""6788i"", ""text"": ""恭喜天后再次榮登人民日報[爱你]"", ""time"": ""Sun Apr 05 14:54:50 +0800 2026"", ""likes"": ""24""}, {""user"": ""raorao_82"", ""text"": ""“如何呢，又能整”是单依纯破除艺术方式旧俗的表达，当时李荣浩维权事还未发生。这篇人民日报客户号的个人文章，把这段话套在单对过失的态度，显然有混淆事实、误导之嫌，能否方代表官方，令人存疑。"", ""time"": ""Sun Apr 05 16:32:14 +0800 2026"", ""likes"": ""14""}, {""user"": ""工虫公木"", ""text"": ""居然有人质疑[允悲] http://t.cn/AXIgtyIT"", ""time"": ""Sun Apr 05 18:13:39 +0800 2026"", ""likes"": ""16""}, {""user"": ""小阮子2020"", ""text"": ""学乖三年，学歪三秒，家長都想扇她，。这种風格与态度的艺人真不要上春晚。"", ""time"": ""Tue Apr 14 19:11:44 +0800 2026"", ""likes"": ""1""}, {""user"": ""静夜诗轩"", ""text"": ""版权问题要重视#李荣浩单依纯版权之争不该是选择题##李白版权之争不该成为文艺行业常态#"", ""time"": ""Sun Apr 05 15:09:37 +0800 2026"", ""likes"": ""0""}, {""user"": ""LLano__"", ""text"": ""人民日报啥会发的？"", ""time"": ""Sun Apr 05 15:43:33 +0800 2026"", ""likes"": ""0""}, {""user"": ""真石好梦"", ""text"": ""更应该评一评100%超越抄袭才公平公正"", ""time"": ""Sun Apr 05 21:26:47 +0800 2026"", ""likes"": ""3""}, {""user"": ""C霏儿-"", ""text"": ""好拽哦😐"", ""time"": ""Sun Apr 05 17:06:40 +0800 2026"", ""likes"": ""3""}, {""user"": ""宅男努力奋斗的口爹"", ""text"": ""不喜勿喷"", ""time"": ""Tue Apr 07 02:30:25 +0800 2026"", ""likes"": ""0""}, {""user"": ""用户7809666769"", ""text"": ""正经的新闻为什么是某人的超话？投资了？"", ""time"": ""Sun Apr 05 18:15:20 +0800 2026"", ""likes"": ""0""}, {""user"": ""天高任鸟飞_fly"", ""text"": ""#人民日报谈李荣浩单依纯版权风波#某日报客户端于4日发布评论《\""超越抄袭\""不是抄袭，真的吗？》，针对李荣浩歌曲《小眼睛》的版权风波，明确指出\""手滑乌龙\""或\""超越抄袭\""不应成为疑似抄袭的借口。见图 http://t.cn/AXIgy3DV"", ""time"": ""Sun Apr 05 17:41:12 +0800 2026"", ""likes"": ""2""}, {""user"": ""我们都要好好的-晓得"", ""text"": ""人民日报官方微信公众号文中写到:版权方明明亮出红线，相关演出却仍能落地；本应严谨的授权流程，却常因“主办方负责”“信任合作方”被轻描淡写地绕过；"", ""time"": ""Sun Apr 05 20:49:41 +0800 2026"", ""likes"": ""2""}, {""user"": ""Sandie侯"", ""text"": ""還真能混，12小時後才道歉是幾個意思？集傲慢沒禮貌輕挑做作矯情目中無人不懂尊重他人和自己於一身！"", ""time"": ""Wed Apr 08 15:53:34 +0800 2026"", ""likes"": ""0""}, {""user"": ""维希好的叔叔"", ""text"": ""人民日报客户端的这篇文章，前提没搞清就开始胡评瞎批，这次事件是版权之争吗？单方是未经授权演唱，而不是要去争版权。 如果此文要真正批判不无视原创和版权的，恰恰应该是那首《小眼睛》，占人家为己有，还写上自己大名，还十年不改，还甩锅别人，美化自己，真是恬不知耻，令人作呕"", ""time"": ""Mon Apr 06 00:00:31 +0800 2026"", ""likes"": ""2""}, {""user"": ""烟雨_rainbow"", ""text"": ""图片评论 http://t.cn/AXIeXTWI"", ""time"": ""Sun Apr 05 20:58:16 +0800 2026"", ""likes"": ""0""}, {""user"": ""工虫公木"", ""text"": ""这些粉丝真的牛逼 http://t.cn/AXIg532h"", ""time"": ""Sun Apr 05 18:11:47 +0800 2026"", ""likes"": ""8""}, {""user"": ""暮嘉-Lucky"", ""text"": ""支持人民日报官方公众号 http://t.cn/AXIg5X5s"", ""time"": ""Sun Apr 05 18:09:45 +0800 2026"", ""likes"": ""0""}, {""user"": ""奔着职称去"", ""text"": ""单依纯连续遭，新华社批评、人民日报批评、法治报批评，单依纯粉丝还在洗呢[笑cry][笑cry]，错了就是错了，立正挨打就得了呗。"", ""time"": ""Sun Apr 05 17:41:32 +0800 2026"", ""likes"": ""4""}, {""user"": ""Harry小二货"", ""text"": ""意思就是以后盗版随意了？"", ""time"": ""Sun Apr 05 17:31:14 +0800 2026"", ""likes"": ""0""}, {""user"": ""淡泊名利998"", ""text"": ""李某当年瓢窃平井坚先生，后来也有一句名言：就这样 然后呢 跟 如何呢 又能怎 从本质上来说又有什么区别呢？！"", ""time"": ""Sun Apr 05 16:39:35 +0800 2026"", ""likes"": ""6""}, {""user"": ""raorao_82"", ""text"": ""图片评论 http://t.cn/AXIdkZLX"", ""time"": ""Sun Apr 05 16:32:25 +0800 2026"", ""likes"": ""3""}, {""user"": ""天高任鸟飞_fly"", ""text"": ""公众人物利用自身影响力，用“微博升堂”维权，故意造谣引发网暴；对公众质疑，发明“超越抄袭”和“手滑乌龙”作自我诡辩，继而“鸵鸟埋沙”消失不负责任。不仅是对公众智商的侮辱，更与社会主义核心价值观背道而驰。"", ""time"": ""Sun Apr 05 16:12:28 +0800 2026"", ""likes"": ""6""}, {""user"": ""用户7321000189"", ""text"": ""媒体不能只想逐利，哪里流量大往哪里去，媒体保持客观性真实性的底线，树立正确的三观引导。不应该这种氛围下很多人借机发泄，网络戾气越来越重。"", ""time"": ""Sun Apr 05 15:45:01 +0800 2026"", ""likes"": ""5""}]","洋娃娃和小青蛙跳高: 尊重版权，尊重音乐[手指比心] | 6788i: 恭喜天后再次榮登人民日報[爱你] | raorao_82: “如何呢，又能整”是单依纯破除艺术方式旧俗的表达，当时李荣浩维权事还未发生。这篇人民日报客户号的个人文章，把这段话套在单对过失的态度，显然有混淆事实、误导之嫌，能否方代表官方，令人存疑。 | 工虫公木: 居然有人质疑[允悲] http://t.cn/AXIgtyIT | 小阮子2020: 学乖三年，学歪三秒，家長都想扇她，。这种風格与态度的艺人真不要上春晚。 | 静夜诗轩: 版权问题要重视#李荣浩单依纯版权之争不该是选择题##李白版权之争不该成为文艺行业常态# | LLano__: 人民日报啥会发的？ | 真石好梦: 更应该评一评100%超越抄袭才公平公正 | C霏儿-: 好拽哦😐 | 宅男努力奋斗的口爹: 不喜勿喷 | 用户7809666769: 正经的新闻为什么是某人的超话？投资了？ | 天高任鸟飞_fly: #人民日报谈李荣浩单依纯版权风波#某日报客户端于4日发布评论《""超越抄袭""不是抄袭，真的吗？》，针对李荣浩歌曲《小眼睛》的版权风波，明确指出""手滑乌龙""或""超越抄袭""不应成为疑似抄袭的借口。见图 http://t.cn/AXIgy3DV | 我们都要好好的-晓得: 人民日报官方微信公众号文中写到:版权方明明亮出红线，相关演出却仍能落地；本应严谨的授权流程，却常因“主办方负责”“信任合作方”被轻描淡写地绕过； | Sandie侯: 還真能混，12小時後才道歉是幾個意思？集傲慢沒禮貌輕挑做作矯情目中無人不懂尊重他人和自己於一身！ | 维希好的叔叔: 人民日报客户端的这篇文章，前提没搞清就开始胡评瞎批，这次事件是版权之争吗？单方是未经授权演唱，而不是要去争版权。 如果此文要真正批判不无视原创和版权的，恰恰应该是那首《小眼睛》，占人家为己有，还写上自己大名，还十年不改，还甩锅别人，美化自己，真是恬不知耻，令人作呕 | 烟雨_rainbow: 图片评论 http://t.cn/AXIeXTWI | 工虫公木: 这些粉丝真的牛逼 http://t.cn/AXIg532h | 暮嘉-Lucky: 支持人民日报官方公众号 http://t.cn/AXIg5X5s | 奔着职称去: 单依纯连续遭，新华社批评、人民日报批评、法治报批评，单依纯粉丝还在洗呢[笑cry][笑cry]，错了就是错了，立正挨打就得了呗。 | Harry小二货: 意思就是以后盗版随意了？ | 淡泊名利998: 李某当年瓢窃平井坚先生，后来也有一句名言：就这样 然后呢 跟 如何呢 又能怎 从本质上来说又有什么区别呢？！ | raorao_82: 图片评论 http://t.cn/AXIdkZLX | 天高任鸟飞_fly: 公众人物利用自身影响力，用“微博升堂”维权，故意造谣引发网暴；对公众质疑，发明“超越抄袭”和“手滑乌龙”作自我诡辩，继而“鸵鸟埋沙”消失不负责任。不仅是对公众智商的侮辱，更与社会主义核心价值观背道而驰。 | 用户7321000189: 媒体不能只想逐利，哪里流量大往哪里去，媒体保持客观性真实性的底线，树立正确的三观引导。不应该这种氛围下很多人借机发泄，网络戾气越来越重。"
5285689843254380 ,#NAME?,2416797162 ,搜索:单依纯 李白 侵权,Thu Apr 09 07:15:25 +0800 2026,"#李圆梦[超话]#☕ 

#李荣浩评价单依纯翻唱#【#李荣浩控诉单依纯侵权演唱李白#】3月31日，#单依纯#风波后首次出席活动...💐 #微博热点优质创作计划#！

#圆梦日记# 📖 http://t.cn/AXMbk3m1 ​​​", #李圆梦[超话] #李荣浩评价单依纯翻唱 #李荣浩控诉单依纯侵权演唱李白 #单依纯 #微博热点优质创作计划 #圆梦日记,21,1,0,https://weibo.com/2416797162/5285689843254389,"[{""user"": ""明俏玲"", ""text"": ""官媒已点名批评其侵权[摊手]"", ""time"": ""Thu Apr 09 22:02:18 +0800 2026"", ""likes"": ""0""}]",明俏玲: 官媒已点名批评其侵权[摊手]
